FilmId,LanguageId,FilmGuid,LanguageGuid
4841,51,8fca628d-2afd-49e6-bdfc-11eb7d96b7b8,128ec9c0-9293-4d2f-bf04-855a76e8dbe0
4841,109,8fca628d-2afd-49e6-bdfc-11eb7d96b7b8,564888a3-9c45-45fe-a75d-22f142fe28c1
4842,6,46eb2286-3212-4e4b-b686-60206026581c,60d0dc9e-4acd-4836-9376-f0bc5ea2f635
4842,50,46eb2286-3212-4e4b-b686-60206026581c,90c27777-4623-4460-9aa3-f57839e1a2ed
4842,51,46eb2286-3212-4e4b-b686-60206026581c,128ec9c0-9293-4d2f-bf04-855a76e8dbe0
4842,55,46eb2286-3212-4e4b-b686-60206026581c,270ebc71-de8e-476e-9eaf-4d3a9ac687da
4842,56,46eb2286-3212-4e4b-b686-60206026581c,fe758c24-6a48-4f9c-8424-ea1956da1ac4
4842,67,46eb2286-3212-4e4b-b686-60206026581c,21d18762-d7d2-4ce4-a7b4-ea2efcbc1e17
4842,94,46eb2286-3212-4e4b-b686-60206026581c,25006cc4-a12b-4570-918f-78a97dca46a3
4842,140,46eb2286-3212-4e4b-b686-60206026581c,deabd6e3-9c2d-4a79-afef-942da4b9550d
4843,94,c0e74bf3-d18c-4ec4-bf47-f5621628ddb5,25006cc4-a12b-4570-918f-78a97dca46a3
4844,40,6a8bcff9-fb27-44d3-985c-1add63a3f1b1,4fa23b9d-0f0a-49a5-848f-591e23711c37
4845,40,426225d2-16a2-4f4d-bc17-67aa33ad6ec3,4fa23b9d-0f0a-49a5-848f-591e23711c37
4846,40,45c3e1bc-f9f0-4d4f-8c61-2b7885d7307e,4fa23b9d-0f0a-49a5-848f-591e23711c37
4847,40,254c7ab6-d65e-4c68-8cbc-7352e66e448a,4fa23b9d-0f0a-49a5-848f-591e23711c37
4848,40,07aa9814-bbf5-4ebd-a249-2d063519d44a,4fa23b9d-0f0a-49a5-848f-591e23711c37
